id;brand;model;price;image;features;whatsapp;offer;category
22;Samsung;Samsung Fold 7 512GB;1650;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-fold7-sm-f946-sm-f946bzkearo-539961477?$650_519_PNG$;"16GB RAM;512GB;Plegable";593958688163;FALSO;Premium
23;Samsung;Samsung Tab S10 FE Plus 256GB;590;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-tab-s10-fe-plus-sm-x716-sm-x716bzkearo-539961478?$650_519_PNG$;"8GB RAM;256GB;Tablet";593958688163;VERDADERO;Tablet
24;Samsung;Samsung Tab S10 Plus 12/256GB;760;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-tab-s10-plus-sm-x716-sm-x716bzkearo-539961479?$650_519_PNG$;"12GB RAM;256GB;Tablet";593958688163;FALSO;Tablet
25;Samsung;Samsung Tab S10 Ultra 256GB;940;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-tab-s10-ultra-sm-x716-sm-x716bzkearo-539961480?$650_519_PNG$;"12GB RAM;256GB;Tablet";593958688163;VERDADERO;Tablet
26;Samsung;Samsung Tab S11 Ultra 12/256GB;1010;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-tab-s11-ultra-sm-x716-sm-x716bzkearo-539961481?$650_519_PNG$;"12GB RAM;256GB;Tablet";593958688163;FALSO;Tablet
27;Samsung;Samsung Watch Serie 7 45mm;265;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-watch7-sm-r861-sm-r861bzkearo-539961482?$650_519_PNG$;"Smartwatch;45mm";593958688163;VERDADERO;Accesorio
28;Samsung;Samsung Watch Serie 8 Classic;360;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-watch8-classic-sm-r861-sm-r861bzkearo-539961483?$650_519_PNG$;"Smartwatch;Classic";593958688163;FALSO;Accesorio
29;Samsung;Samsung Watch Ultra;450;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-watch-ultra-sm-r861-sm-r861bzkearo-539961484?$650_519_PNG$;"Smartwatch;Ultra";593958688163;VERDADERO;Accesorio
30;Samsung;AirTag Samsung Unidad;50;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-smarttag2-sm-r861-sm-r861bzkearo-539961485?$650_519_PNG$;"Localizador;Unidad";593958688163;FALSO;Accesorio
31;Samsung;AirTag Samsung Caja 4;135;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-smarttag2-4pack-sm-r861-sm-r861bzkearo-539961486?$650_519_PNG$;"Localizador;Caja 4 unidades";593958688163;VERDADERO;Accesorio
32;Samsung;Samsung Buds 3 Pro;165;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-buds3-pro-sm-r861-sm-r861bzkearo-539961487?$650_519_PNG$;"Audífonos;Pro";593958688163;FALSO;Accesorio
33;Samsung;Samsung Buds 3;150;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-buds3-sm-r861-sm-r861bzkearo-539961488?$650_519_PNG$;"Audífonos;Estándar";593958688163;VERDADERO;Accesorio
34;Samsung;Samsung S24 Ultra 256GB Open Box;730;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-s24-ultra-sm-s921-sm-s921bzkearo-539961489?$650_519_PNG$;"12GB RAM;256GB;Open Box";593958688163;FALSO;Open Box
35;Samsung;Samsung S24 Ultra 512GB Open Box;770;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-s24-ultra-sm-s921-sm-s921bzkearo-539961489?$650_519_PNG$;"12GB RAM;512GB;Open Box";593958688163;VERDADERO;Open Box
36;Samsung;Samsung S25 128GB Open Box;575;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-s25-sm-s931-sm-s931bzkearo-539961490?$650_519_PNG$;"8GB RAM;128GB;Open Box";593958688163;FALSO;Open Box
37;Samsung;Samsung S25 Edge 256GB Open Box;800;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-s25-edge-sm-s931-sm-s931bzkearo-539961491?$650_519_PNG$;"12GB RAM;256GB;Open Box";593958688163;VERDADERO;Open Box
38;Samsung;Samsung S25 Ultra 256GB Open Box;860;https://images.samsung.com/is/image/samsung/p6pim/ar/240115/gallery/ar-galaxy-s25-ultra-sm-s931-sm-s931bzkearo-539961492?$650_519_PNG$;"12GB RAM;256GB;Open Box";593958688163;FALSO;Open Box
39;Xiaomi;Redmi A5 64GB;78;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;64GB";593958688163;VERDADERO;Económico
40;Xiaomi;Redmi A5 128GB;95;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;128GB";593958688163;FALSO;Económico
41;Xiaomi;Redmi 13 128GB;135;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"6GB RAM;128GB";593958688163;VERDADERO;Media
42;Xiaomi;Redmi 13 256GB;145;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"8GB RAM;256GB";593958688163;FALSO;Media
43;Xiaomi;Redmi 14C 4/128GB;110;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;128GB";593958688163;VERDADERO;Económico
44;Xiaomi;Redmi 14C 4/256GB;120;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;256GB";593958688163;FALSO;Económico
45;Xiaomi;Redmi 15C 4/128GB;120;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;128GB";593958688163;VERDADERO;Económico
46;Xiaomi;Redmi 15C 4/256GB;135;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"4GB RAM;256GB";593958688163;FALSO;Económico
47;Xiaomi;Redmi 15C 8/256GB;145;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"8GB RAM;256GB";593958688163;VERDADERO;Media
48;Xiaomi;Redmi Note 14 6/128GB;155;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"6GB RAM;128GB";593958688163;FALSO;Media
49;Xiaomi;Redmi Note 14 8/256GB;180;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"8GB RAM;256GB";593958688163;VERDADERO;Media
50;Xiaomi;Redmi Note 14 Pro 8/256GB;230;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"8GB RAM;256GB";593958688163;FALSO;Media
51;Xiaomi;Redmi Note 14 Pro Plus 5G 512GB;395;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"12GB RAM;512GB;5G";593958688163;VERDADERO;Premium
52;Xiaomi;Redmi Mi 15T 12/512GB Kit;570;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"12GB RAM;512GB;Con kit";593958688163;FALSO;Premium
53;Xiaomi;Redmi 15 12/512GB;800;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"12GB RAM;512GB";593958688163;VERDADERO;Premium
54;Xiaomi;Xiaomi Mi 15T Pro 12/512GB;720;https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1705397888.45083169.png;"12GB RAM;512GB";593958688163;FALSO;Premium
55;Nokia;Nokia 106;25;https://www.nokia.com/sites/default/files/styles/scale_720_no_crop/public/2024-03/nokia-106-4g-front-back-silver.png?itok=6X6Z6Z6Z;"Básico;Dual SIM";593958688163;VERDADERO;Económico
56;Motorola;Moto G05 128GB;105;https://www.motorola.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/moto-g05-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;FALSO;Económico
57;Motorola;Moto G15 512GB;175;https://www.motorola.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/moto-g15-512gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;512GB";593958688163;VERDADERO;Media
58;Pocophone;Poco C85 8/256GB;155;https://www.poco.net/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/poco-c85-8-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
59;Pocophone;Poco M7 8/256GB;185;https://www.poco.net/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/poco-m7-8-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
60;Pocophone;Poco F7 Pro 512GB;545;https://www.poco.net/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/poco-f7-pro-512gb-front-back-silver.png?itok=6X6Z6Z6Z;"12GB RAM;512GB";593958688163;FALSO;Premium
61;ZTE;ZTE A35 64GB;80;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/zte-a35-64gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;64GB";593958688163;VERDADERO;Económico
62;ZTE;ZTE A55 128GB;90;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/zte-a55-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;FALSO;Económico
63;ZTE;ZTE A56 12/128GB;90;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/zte-a56-12-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"12GB RAM;128GB";593958688163;VERDADERO;Económico
64;ZTE;ZTE A56 Pro 12/128GB;95;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/zte-a56-pro-12-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"12GB RAM;128GB";593958688163;FALSO;Económico
65;ZTE;ZTE V70 Design 20/256GB;130;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/zte-v70-design-20-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"20GB RAM;256GB";593958688163;VERDADERO;Media
66;ZTE;Red Magic 10 Pro 16/512GB;1045;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/red-magic-10-pro-16-512gb-front-back-silver.png?itok=6X6Z6Z6Z;"16GB RAM;512GB;Gamer";593958688163;FALSO;Premium
67;ZTE;Nubia Neo 3 5G Gamer 20/256GB;185;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/nubia-neo-3-5g-gamer-20-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"20GB RAM;256GB;5G Gamer";593958688163;VERDADERO;Media
68;ZTE;Nubia Neo 3 GT Gamer 5G 256GB;265;https://www.zte.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/nubia-neo-3-gt-gamer-5g-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"20GB RAM;256GB;5G Gamer";593958688163;FALSO;Media
69;Honor;Honor X5B 128GB;97;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x5b-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;VERDADERO;Económico
70;Honor;Honor X5C 64GB;90;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x5c-64gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;64GB";593958688163;FALSO;Económico
71;Honor;Honor X5C 128GB;100;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x5c-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;VERDADERO;Económico
72;Honor;Honor X5C Plus 256GB;120;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x5c-plus-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"6GB RAM;256GB";593958688163;FALSO;Media
73;Honor;Honor X6B 256GB;120;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x6b-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"6GB RAM;256GB";593958688163;VERDADERO;Media
74;Honor;Honor X6C 6/256GB;135;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x6c-6-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"6GB RAM;256GB";593958688163;FALSO;Media
75;Honor;Honor X6C 8/256GB;140;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x6c-8-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
76;Honor;Honor X7C 256GB;175;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x7c-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
77;Honor;Honor X7D 256GB;190;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x7d-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
78;Honor;Honor X8C 256GB;245;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x8c-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
79;Honor;Honor X8C 512GB;255;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-x8c-512gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;512GB";593958688163;VERDADERO;Media
80;Honor;Honor Magic 7 Lite 256GB;305;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-magic-7-lite-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Premium
81;Honor;Honor Magic 7 Lite 512GB;355;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-magic-7-lite-512gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;512GB";593958688163;VERDADERO;Premium
82;Honor;Honor 400 Lite 256GB;280;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-400-lite-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
83;Honor;Honor 400 12/256GB;410;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-400-12-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"12GB RAM;256GB";593958688163;VERDADERO;Premium
84;Honor;Honor Pad X8A 128GB;185;https://www.hihonor.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/honor-pad-x8a-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"6GB RAM;128GB;Tablet";593958688163;FALSO;Tablet
85;Realme;Realme Note 60X 128GB;105;https://www.realme.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/realme-note-60x-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;VERDADERO;Económico
86;Realme;Realme C71 8/256GB;160;https://www.realme.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/realme-c71-8-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
87;Realme;Realme C75 16/256GB;205;https://www.realme.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/realme-c75-16-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"16GB RAM;256GB";593958688163;VERDADERO;Media
88;Realme;Realme 14 Pro 16/256GB;320;https://www.realme.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/realme-14-pro-16-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"16GB RAM;256GB";593958688163;FALSO;Premium
89;Tecno;Tecno Go 2 64GB;80;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-go-2-64gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;64GB";593958688163;VERDADERO;Económico
90;Tecno;Tecno Go 2 128GB;95;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-go-2-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;FALSO;Económico
91;Tecno;Tecno 30C 128GB;105;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-30c-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;VERDADERO;Económico
92;Tecno;Tecno Pova 6 256GB;195;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-pova-6-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
93;Tecno;Tecno Pova 7;210;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-pova-7-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
94;Tecno;Tecno Camón 40 8+8 256GB;205;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-camon-40-8-8-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"16GB RAM;256GB";593958688163;FALSO;Media
95;Tecno;Tecno Camón 40 Pro 256GB;245;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-camon-40-pro-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
96;Tecno;Tecno Spark 40 256GB;130;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-spark-40-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"6GB RAM;256GB";593958688163;FALSO;Económico
97;Tecno;Tecno Spark 40 Pro 256GB;180;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-spark-40-pro-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
98;Tecno;Tecno Spark 40 Pro Plus 256GB;205;https://www.tecno-mobile.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/tecno-spark-40-pro-plus-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
99;Infinix;Infinix Smart 10 64GB;85;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-smart-10-64gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;64GB";593958688163;VERDADERO;Económico
100;Infinix;Infinix Smart 10 128GB;95;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-smart-10-128gb-front-back-silver.png?itok=6X6Z6Z6Z;"4GB RAM;128GB";593958688163;FALSO;Económico
101;Infinix;Infinix Hot 60i 4+4 256GB;125;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-hot-60i-4-4-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
102;Infinix;Infinix Hot 60 Pro 256GB;180;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-hot-60-pro-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;FALSO;Media
103;Infinix;Infinix Hot 60 Pro Plus 256GB;210;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-hot-60-pro-plus-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"8GB RAM;256GB";593958688163;VERDADERO;Media
104;Infinix;Infinix Note 50 Pro 24/256GB;270;https://www.infinixmobility.com/sites/default/files/styles/product_detail_hero_1440x900/public/2024-03/infinix-note-50-pro-24-256gb-front-back-silver.png?itok=6X6Z6Z6Z;"24GB RAM;256GB";593958688163;FALSO;Premium
105;Apple;iPhone 13 128GB;530;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-13-finish-select-202207-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1655316266038;"4GB RAM;128GB";593958688163;VERDADERO;Premium
106;Apple;iPhone 14 128GB;605;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-14-finish-select-202209-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1660676485884;"6GB RAM;128GB";593958688163;FALSO;Premium
107;Apple;iPhone 15 128GB;660;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-15-finish-select-202309-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1693340381462;"6GB RAM;128GB";593958688163;VERDADERO;Premium
108;Apple;iPhone 16 128GB;770;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"6GB RAM;128GB";593958688163;FALSO;Premium
109;Apple;iPhone 16 256GB;875;https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-16-finish-select-202409-midnight?wid=5120&hei=2880&fmt=p-jpg&qlt=80&.v=1725231131562;"6GB RAM;256GB";593958688163;VERDADERO;Premium
